baseline,harm,coverage,risk
B2_logreg,localisation_accept,0.9473,0.3168
B2_logreg,localisation_accept,0.9519,0.3153
B2_logreg,localisation_accept,0.9564,0.3138
B2_logreg,localisation_accept,0.9609,0.3123
B2_logreg,localisation_accept,0.9655,0.3109
B2_logreg,localisation_accept,0.97,0.3094
B2_logreg,localisation_accept,0.9745,0.308
B2_logreg,localisation_accept,0.979,0.3065
B2_logreg,localisation_accept,0.9836,0.3051
B2_logreg,localisation_accept,0.9881,0.3037
B2_logreg,localisation_accept,0.9926,0.3023
B2_logreg,localisation_accept,0.9972,0.301
B2_logreg,loose_box_accept,0.0006,0.0
B2_logreg,loose_box_accept,0.0051,0.2222
B2_logreg,loose_box_accept,0.0096,0.1765
B2_logreg,loose_box_accept,0.0142,0.2
B2_logreg,loose_box_accept,0.0187,0.1818
B2_logreg,loose_box_accept,0.0232,0.1951
B2_logreg,loose_box_accept,0.0277,0.1837
B2_logreg,loose_box_accept,0.0323,0.1579
B2_logreg,loose_box_accept,0.0368,0.1385
B2_logreg,loose_box_accept,0.0413,0.137
B2_logreg,loose_box_accept,0.0459,0.1358
B2_logreg,loose_box_accept,0.0504,0.1236
B2_logreg,loose_box_accept,0.0549,0.134
B2_logreg,loose_box_accept,0.0595,0.1238
B2_logreg,loose_box_accept,0.064,0.1416
B2_logreg,loose_box_accept,0.0685,0.1488
B2_logreg,loose_box_accept,0.073,0.1395
B2_logreg,loose_box_accept,0.0776,0.1387
B2_logreg,loose_box_accept,0.0821,0.1517
B2_logreg,loose_box_accept,0.0866,0.1503
B2_logreg,loose_box_accept,0.0912,0.1491
B2_logreg,loose_box_accept,0.0957,0.1479
B2_logreg,loose_box_accept,0.1002,0.1469
B2_logreg,loose_box_accept,0.1048,0.1459
B2_logreg,loose_box_accept,0.1093,0.1399
B2_logreg,loose_box_accept,0.1138,0.1393
B2_logreg,loose_box_accept,0.1183,0.134
B2_logreg,loose_box_accept,0.1229,0.1336
B2_logreg,loose_box_accept,0.1274,0.1422
B2_logreg,loose_box_accept,0.1319,0.1416
B2_logreg,loose_box_accept,0.1365,0.1452
B2_logreg,loose_box_accept,0.141,0.1446
B2_logreg,loose_box_accept,0.1455,0.144
B2_logreg,loose_box_accept,0.1501,0.1434
B2_logreg,loose_box_accept,0.1546,0.1538
B2_logreg,loose_box_accept,0.1591,0.153
B2_logreg,loose_box_accept,0.1636,0.1557
B2_logreg,loose_box_accept,0.1682,0.1515
B2_logreg,loose_box_accept,0.1727,0.1574
B2_logreg,loose_box_accept,0.1772,0.1597
B2_logreg,loose_box_accept,0.1818,0.1651
B2_logreg,loose_box_accept,0.1863,0.1641
B2_logreg,loose_box_accept,0.1908,0.1662
B2_logreg,loose_box_accept,0.1954,0.1739
B2_logreg,loose_box_accept,0.1999,0.1813
B2_logreg,loose_box_accept,0.2044,0.1801
B2_logreg,loose_box_accept,0.2089,0.1789
B2_logreg,loose_box_accept,0.2135,0.1751
B2_logreg,loose_box_accept,0.218,0.1792
B2_logreg,loose_box_accept,0.2225,0.1807
B2_logreg,loose_box_accept,0.2271,0.182
B2_logreg,loose_box_accept,0.2316,0.1809
B2_logreg,loose_box_accept,0.2361,0.1775
B2_logreg,loose_box_accept,0.2407,0.1765
B2_logreg,loose_box_accept,0.2452,0.1848
B2_logreg,loose_box_accept,0.2497,0.1837
B2_logreg,loose_box_accept,0.2542,0.1915
B2_logreg,loose_box_accept,0.2588,0.1926
B2_logreg,loose_box_accept,0.2633,0.1914
B2_logreg,loose_box_accept,0.2678,0.1924
B2_logreg,loose_box_accept,0.2724,0.1933
B2_logreg,loose_box_accept,0.2769,0.1963
B2_logreg,loose_box_accept,0.2814,0.2012
B2_logreg,loose_box_accept,0.286,0.2079
B2_logreg,loose_box_accept,0.2905,0.2125
B2_logreg,loose_box_accept,0.295,0.215
B2_logreg,loose_box_accept,0.2995,0.2231
B2_logreg,loose_box_accept,0.3041,0.2253
B2_logreg,loose_box_accept,0.3086,0.2257
B2_logreg,loose_box_accept,0.3131,0.2333
B2_logreg,loose_box_accept,0.3177,0.2335
B2_logreg,loose_box_accept,0.3222,0.2355
B2_logreg,loose_box_accept,0.3267,0.2374
B2_logreg,loose_box_accept,0.3313,0.2376
B2_logreg,loose_box_accept,0.3358,0.2395
B2_logreg,loose_box_accept,0.3403,0.2429
B2_logreg,loose_box_accept,0.3448,0.2463
B2_logreg,loose_box_accept,0.3494,0.2464
B2_logreg,loose_box_accept,0.3539,0.2464
B2_logreg,loose_box_accept,0.3584,0.248
B2_logreg,loose_box_accept,0.363,0.248
B2_logreg,loose_box_accept,0.3675,0.2527
B2_logreg,loose_box_accept,0.372,0.2557
B2_logreg,loose_box_accept,0.3766,0.2571
B2_logreg,loose_box_accept,0.3811,0.2615
B2_logreg,loose_box_accept,0.3856,0.2643
B2_logreg,loose_box_accept,0.3901,0.2656
B2_logreg,loose_box_accept,0.3947,0.2683
B2_logreg,loose_box_accept,0.3992,0.2738
B2_logreg,loose_box_accept,0.4037,0.2791
B2_logreg,loose_box_accept,0.4083,0.2816
B2_logreg,loose_box_accept,0.4128,0.284
B2_logreg,loose_box_accept,0.4173,0.2822
B2_logreg,loose_box_accept,0.4219,0.2832
B2_logreg,loose_box_accept,0.4264,0.2895
B2_logreg,loose_box_accept,0.4309,0.2917
B2_logreg,loose_box_accept,0.4354,0.2952
B2_logreg,loose_box_accept,0.44,0.2934
B2_logreg,loose_box_accept,0.4445,0.2955
B2_logreg,loose_box_accept,0.449,0.2963
B2_logreg,loose_box_accept,0.4536,0.2971
B2_logreg,loose_box_accept,0.4581,0.2954
B2_logreg,loose_box_accept,0.4626,0.2974
B2_logreg,loose_box_accept,0.4672,0.3018
B2_logreg,loose_box_accept,0.4717,0.3025
B2_logreg,loose_box_accept,0.4762,0.3032
B2_logreg,loose_box_accept,0.4807,0.3086
B2_logreg,loose_box_accept,0.4853,0.3104
B2_logreg,loose_box_accept,0.4898,0.3121
B2_logreg,loose_box_accept,0.4943,0.3139
B2_logreg,loose_box_accept,0.4989,0.3133
B2_logreg,loose_box_accept,0.5034,0.315
B2_logreg,loose_box_accept,0.5079,0.3144
B2_logreg,loose_box_accept,0.5125,0.316
B2_logreg,loose_box_accept,0.517,0.3176
B2_logreg,loose_box_accept,0.5215,0.3181
B2_logreg,loose_box_accept,0.526,0.3219
B2_logreg,loose_box_accept,0.5306,0.3234
B2_logreg,loose_box_accept,0.5351,0.3238
B2_logreg,loose_box_accept,0.5396,0.3263
B2_logreg,loose_box_accept,0.5442,0.3267
B2_logreg,loose_box_accept,0.5487,0.3282
B2_logreg,loose_box_accept,0.5532,0.3296
B2_logreg,loose_box_accept,0.5578,0.3299
B2_logreg,loose_box_accept,0.5623,0.3293
B2_logreg,loose_box_accept,0.5668,0.3297
B2_logreg,loose_box_accept,0.5713,0.3271
B2_logreg,loose_box_accept,0.5759,0.3265
B2_logreg,loose_box_accept,0.5804,0.3259
B2_logreg,loose_box_accept,0.5849,0.3253
B2_logreg,loose_box_accept,0.5895,0.3266
B2_logreg,loose_box_accept,0.594,0.3251
B2_logreg,loose_box_accept,0.5985,0.3236
B2_logreg,loose_box_accept,0.6031,0.3221
B2_logreg,loose_box_accept,0.6076,0.3215
B2_logreg,loose_box_accept,0.6121,0.321
B2_logreg,loose_box_accept,0.6166,0.3186
B2_logreg,loose_box_accept,0.6212,0.3191
B2_logreg,loose_box_accept,0.6257,0.3186
B2_logreg,loose_box_accept,0.6302,0.3163
B2_logreg,loose_box_accept,0.6348,0.314
B2_logreg,loose_box_accept,0.6393,0.3127
B2_logreg,loose_box_accept,0.6438,0.3131
B2_logreg,loose_box_accept,0.6484,0.3153
B2_logreg,loose_box_accept,0.6529,0.3166
B2_logreg,loose_box_accept,0.6574,0.3152
B2_logreg,loose_box_accept,0.6619,0.3148
B2_logreg,loose_box_accept,0.6665,0.3144
B2_logreg,loose_box_accept,0.671,0.3139
B2_logreg,loose_box_accept,0.6755,0.3127
B2_logreg,loose_box_accept,0.6801,0.3122
B2_logreg,loose_box_accept,0.6846,0.3127
B2_logreg,loose_box_accept,0.6891,0.3106
B2_logreg,loose_box_accept,0.6937,0.3094
B2_logreg,loose_box_accept,0.6982,0.3074
B2_logreg,loose_box_accept,0.7027,0.3062
B2_logreg,loose_box_accept,0.7072,0.305
B2_logreg,loose_box_accept,0.7118,0.3031
B2_logreg,loose_box_accept,0.7163,0.3012
B2_logreg,loose_box_accept,0.7208,0.3001
B2_logreg,loose_box_accept,0.7254,0.2998
B2_logreg,loose_box_accept,0.7299,0.2987
B2_logreg,loose_box_accept,0.7344,0.2976
B2_logreg,loose_box_accept,0.739,0.2973
B2_logreg,loose_box_accept,0.7435,0.2963
B2_logreg,loose_box_accept,0.748,0.2945
B2_logreg,loose_box_accept,0.7525,0.2927
B2_logreg,loose_box_accept,0.7571,0.2924
B2_logreg,loose_box_accept,0.7616,0.2907
B2_logreg,loose_box_accept,0.7661,0.2897
B2_logreg,loose_box_accept,0.7707,0.288
B2_logreg,loose_box_accept,0.7752,0.2863
B2_logreg,loose_box_accept,0.7797,0.2854
B2_logreg,loose_box_accept,0.7843,0.2838
B2_logreg,loose_box_accept,0.7888,0.2828
B2_logreg,loose_box_accept,0.7933,0.2827
B2_logreg,loose_box_accept,0.7978,0.2811
B2_logreg,loose_box_accept,0.8024,0.2802
B2_logreg,loose_box_accept,0.8069,0.2786
B2_logreg,loose_box_accept,0.8114,0.2777
B2_logreg,loose_box_accept,0.816,0.2769
B2_logreg,loose_box_accept,0.8205,0.2754
B2_logreg,loose_box_accept,0.825,0.2739
B2_logreg,loose_box_accept,0.8296,0.273
B2_logreg,loose_box_accept,0.8341,0.2716
B2_logreg,loose_box_accept,0.8386,0.2701
B2_logreg,loose_box_accept,0.8431,0.2693
B2_logreg,loose_box_accept,0.8477,0.2679
B2_logreg,loose_box_accept,0.8522,0.2664
B2_logreg,loose_box_accept,0.8567,0.2657
B2_logreg,loose_box_accept,0.8613,0.2643
B2_logreg,loose_box_accept,0.8658,0.2629
B2_logreg,loose_box_accept,0.8703,0.2615
B2_logreg,loose_box_accept,0.8749,0.2608
B2_logreg,loose_box_accept,0.8794,0.2595
B2_logreg,loose_box_accept,0.8839,0.2582
B2_logreg,loose_box_accept,0.8884,0.2569
B2_logreg,loose_box_accept,0.893,0.2555
B2_logreg,loose_box_accept,0.8975,0.2543
B2_logreg,loose_box_accept,0.902,0.253
B2_logreg,loose_box_accept,0.9066,0.2517
B2_logreg,loose_box_accept,0.9111,0.2505
B2_logreg,loose_box_accept,0.9156,0.2492
B2_logreg,loose_box_accept,0.9202,0.248
B2_logreg,loose_box_accept,0.9247,0.2468
B2_logreg,loose_box_accept,0.9292,0.2456
B2_logreg,loose_box_accept,0.9337,0.2444
B2_logreg,loose_box_accept,0.9383,0.2432
B2_logreg,loose_box_accept,0.9428,0.242
B2_logreg,loose_box_accept,0.9473,0.2409
B2_logreg,loose_box_accept,0.9519,0.2397
B2_logreg,loose_box_accept,0.9564,0.2386
B2_logreg,loose_box_accept,0.9609,0.2375
B2_logreg,loose_box_accept,0.9655,0.2364
B2_logreg,loose_box_accept,0.97,0.2353
B2_logreg,loose_box_accept,0.9745,0.2342
B2_logreg,loose_box_accept,0.979,0.2331
B2_logreg,loose_box_accept,0.9836,0.232
B2_logreg,loose_box_accept,0.9881,0.2309
B2_logreg,loose_box_accept,0.9926,0.2299
B2_logreg,loose_box_accept,0.9972,0.2288
random_floor,combined,0.0006,1.0
random_floor,combined,0.0051,0.7778
random_floor,combined,0.0096,0.8235
random_floor,combined,0.0142,0.72
random_floor,combined,0.0187,0.7576
random_floor,combined,0.0232,0.6829
random_floor,combined,0.0277,0.6939
random_floor,combined,0.0323,0.6842
random_floor,combined,0.0368,0.7077
random_floor,combined,0.0413,0.726
random_floor,combined,0.0459,0.7284
random_floor,combined,0.0504,0.7191
random_floor,combined,0.0549,0.6804
random_floor,combined,0.0595,0.6857
random_floor,combined,0.064,0.708
random_floor,combined,0.0685,0.7107
random_floor,combined,0.073,0.7132
random_floor,combined,0.0776,0.7226
random_floor,combined,0.0821,0.731
random_floor,combined,0.0866,0.7255
random_floor,combined,0.0912,0.7143
random_floor,combined,0.0957,0.7041
random_floor,combined,0.1002,0.6949
random_floor,combined,0.1048,0.6973
random_floor,combined,0.1093,0.6891
random_floor,combined,0.1138,0.6866
random_floor,combined,0.1183,0.6842
random_floor,combined,0.1229,0.682
random_floor,combined,0.1274,0.6844
random_floor,combined,0.1319,0.6824
random_floor,combined,0.1365,0.6805
random_floor,combined,0.141,0.6787
random_floor,combined,0.1455,0.677
random_floor,combined,0.1501,0.6792
random_floor,combined,0.1546,0.6703
random_floor,combined,0.1591,0.669
random_floor,combined,0.1636,0.6713
random_floor,combined,0.1682,0.67
random_floor,combined,0.1727,0.6721
random_floor,combined,0.1772,0.6773
random_floor,combined,0.1818,0.6822
random_floor,combined,0.1863,0.69
random_floor,combined,0.1908,0.6944
random_floor,combined,0.1954,0.6957
random_floor,combined,0.1999,0.6969
random_floor,combined,0.2044,0.7008
random_floor,combined,0.2089,0.7019
random_floor,combined,0.2135,0.7029
random_floor,combined,0.218,0.6987
random_floor,combined,0.2225,0.6997
random_floor,combined,0.2271,0.7007
random_floor,combined,0.2316,0.6993
random_floor,combined,0.2361,0.7002
random_floor,combined,0.2407,0.6988
random_floor,combined,0.2452,0.7021
random_floor,combined,0.2497,0.7007
random_floor,combined,0.2542,0.6993
random_floor,combined,0.2588,0.7046
random_floor,combined,0.2633,0.7011
random_floor,combined,0.2678,0.704
random_floor,combined,0.2724,0.7048
random_floor,combined,0.2769,0.7014
random_floor,combined,0.2814,0.7002
random_floor,combined,0.286,0.699
random_floor,combined,0.2905,0.6959
random_floor,combined,0.295,0.6929
random_floor,combined,0.2995,0.6938
random_floor,combined,0.3041,0.6946
random_floor,combined,0.3086,0.6954
random_floor,combined,0.3131,0.6944
random_floor,combined,0.3177,0.6952
random_floor,combined,0.3222,0.6942
random_floor,combined,0.3267,0.6932
random_floor,combined,0.3313,0.6923
random_floor,combined,0.3358,0.6897
random_floor,combined,0.3403,0.6905
random_floor,combined,0.3448,0.688
random_floor,combined,0.3494,0.6904
random_floor,combined,0.3539,0.6912
random_floor,combined,0.3584,0.6935
random_floor,combined,0.363,0.6973
random_floor,combined,0.3675,0.6949
random_floor,combined,0.372,0.6971
random_floor,combined,0.3766,0.6917
random_floor,combined,0.3811,0.6939
random_floor,combined,0.3856,0.696
random_floor,combined,0.3901,0.6952
random_floor,combined,0.3947,0.6958
random_floor,combined,0.3992,0.6965
random_floor,combined,0.4037,0.6914
random_floor,combined,0.4083,0.6893
random_floor,combined,0.4128,0.6872
random_floor,combined,0.4173,0.6893
random_floor,combined,0.4219,0.6913
random_floor,combined,0.4264,0.6906
random_floor,combined,0.4309,0.6938
random_floor,combined,0.4354,0.6918
random_floor,combined,0.44,0.6898
random_floor,combined,0.4445,0.693
random_floor,combined,0.449,0.691
random_floor,combined,0.4536,0.6916
random_floor,combined,0.4581,0.691
random_floor,combined,0.4626,0.6903
random_floor,combined,0.4672,0.6921
random_floor,combined,0.4717,0.6939
random_floor,combined,0.4762,0.6932
random_floor,combined,0.4807,0.6914
random_floor,combined,0.4853,0.6908
random_floor,combined,0.4898,0.6936
random_floor,combined,0.4943,0.6942
random_floor,combined,0.4989,0.6958
random_floor,combined,0.5034,0.694
random_floor,combined,0.5079,0.6945
random_floor,combined,0.5125,0.6939
random_floor,combined,0.517,0.6944
random_floor,combined,0.5215,0.696
random_floor,combined,0.526,0.6954
random_floor,combined,0.5306,0.6948
random_floor,combined,0.5351,0.6963
random_floor,combined,0.5396,0.6957
random_floor,combined,0.5442,0.6941
random_floor,combined,0.5487,0.6945
random_floor,combined,0.5532,0.697
random_floor,combined,0.5578,0.6964
random_floor,combined,0.5623,0.6969
random_floor,combined,0.5668,0.6973
random_floor,combined,0.5713,0.6987
random_floor,combined,0.5759,0.7011
random_floor,combined,0.5804,0.7005
random_floor,combined,0.5849,0.6999
random_floor,combined,0.5895,0.6993
random_floor,combined,0.594,0.6978
random_floor,combined,0.5985,0.6982
random_floor,combined,0.6031,0.6967
random_floor,combined,0.6076,0.6952
random_floor,combined,0.6121,0.6938
random_floor,combined,0.6166,0.6961
random_floor,combined,0.6212,0.6964
random_floor,combined,0.6257,0.6968
random_floor,combined,0.6302,0.6972
random_floor,combined,0.6348,0.6976
random_floor,combined,0.6393,0.6988
random_floor,combined,0.6438,0.701
random_floor,combined,0.6484,0.7004
random_floor,combined,0.6529,0.699
random_floor,combined,0.6574,0.6968
random_floor,combined,0.6619,0.6963
random_floor,combined,0.6665,0.6967
random_floor,combined,0.671,0.6954
random_floor,combined,0.6755,0.6949
random_floor,combined,0.6801,0.6928
random_floor,combined,0.6846,0.6948
random_floor,combined,0.6891,0.6952
random_floor,combined,0.6937,0.6947
random_floor,combined,0.6982,0.6951
random_floor,combined,0.7027,0.6938
random_floor,combined,0.7072,0.6942
random_floor,combined,0.7118,0.6953
random_floor,combined,0.7163,0.6941
random_floor,combined,0.7208,0.6936
random_floor,combined,0.7254,0.6948
random_floor,combined,0.7299,0.6967
random_floor,combined,0.7344,0.697
random_floor,combined,0.739,0.6966
random_floor,combined,0.7435,0.6946
random_floor,combined,0.748,0.6942
random_floor,combined,0.7525,0.6922
random_floor,combined,0.7571,0.6918
random_floor,combined,0.7616,0.6922
random_floor,combined,0.7661,0.6918
random_floor,combined,0.7707,0.6936
random_floor,combined,0.7752,0.6947
random_floor,combined,0.7797,0.6957
random_floor,combined,0.7843,0.696
random_floor,combined,0.7888,0.6963
random_floor,combined,0.7933,0.6959
random_floor,combined,0.7978,0.6962
random_floor,combined,0.8024,0.6958
random_floor,combined,0.8069,0.6975
random_floor,combined,0.8114,0.6978
random_floor,combined,0.816,0.6967
random_floor,combined,0.8205,0.697
random_floor,combined,0.825,0.6973
random_floor,combined,0.8296,0.6983
random_floor,combined,0.8341,0.6993
random_floor,combined,0.8386,0.6982
random_floor,combined,0.8431,0.6978
random_floor,combined,0.8477,0.6987
random_floor,combined,0.8522,0.699
random_floor,combined,0.8567,0.6993
random_floor,combined,0.8613,0.7002
random_floor,combined,0.8658,0.6991
random_floor,combined,0.8703,0.6994
random_floor,combined,0.8749,0.699
random_floor,combined,0.8794,0.698
random_floor,combined,0.8839,0.6976
random_floor,combined,0.8884,0.6992
random_floor,combined,0.893,0.6975
random_floor,combined,0.8975,0.6978
random_floor,combined,0.902,0.6968
random_floor,combined,0.9066,0.6964
random_floor,combined,0.9111,0.6973
random_floor,combined,0.9156,0.6982
random_floor,combined,0.9202,0.6985
random_floor,combined,0.9247,0.6993
random_floor,combined,0.9292,0.7002
random_floor,combined,0.9337,0.7004
random_floor,combined,0.9383,0.7007
random_floor,combined,0.9428,0.7021
random_floor,combined,0.9473,0.7029
random_floor,combined,0.9519,0.7014
random_floor,combined,0.9564,0.7016
random_floor,combined,0.9609,0.7012
random_floor,combined,0.9655,0.7021
random_floor,combined,0.97,0.7029
random_floor,combined,0.9745,0.7019
random_floor,combined,0.979,0.7021
random_floor,combined,0.9836,0.7018
random_floor,combined,0.9881,0.7014
random_floor,combined,0.9926,0.7005
random_floor,combined,0.9972,0.6996
random_floor,class_error,0.0006,0.0
random_floor,class_error,0.0051,0.0
random_floor,class_error,0.0096,0.0
random_floor,class_error,0.0142,0.0
random_floor,class_error,0.0187,0.0
random_floor,class_error,0.0232,0.0
random_floor,class_error,0.0277,0.0
random_floor,class_error,0.0323,0.0
random_floor,class_error,0.0368,0.0308
random_floor,class_error,0.0413,0.0274
random_floor,class_error,0.0459,0.037
random_floor,class_error,0.0504,0.0449
random_floor,class_error,0.0549,0.0412
random_floor,class_error,0.0595,0.0667
random_floor,class_error,0.064,0.0796
random_floor,class_error,0.0685,0.0744
random_floor,class_error,0.073,0.0853
random_floor,class_error,0.0776,0.0803
random_floor,class_error,0.0821,0.0828
random_floor,class_error,0.0866,0.0784
random_floor,class_error,0.0912,0.0745
random_floor,class_error,0.0957,0.0769
random_floor,class_error,0.1002,0.0791
random_floor,class_error,0.1048,0.0757
random_floor,class_error,0.1093,0.0777
random_floor,class_error,0.1138,0.0796
random_floor,class_error,0.1183,0.0766
random_floor,class_error,0.1229,0.0783
random_floor,class_error,0.1274,0.0756
random_floor,class_error,0.1319,0.073
random_floor,class_error,0.1365,0.0788
random_floor,class_error,0.141,0.0763
random_floor,class_error,0.1455,0.0739
random_floor,class_error,0.1501,0.0717
random_floor,class_error,0.1546,0.0696
random_floor,class_error,0.1591,0.0676
random_floor,class_error,0.1636,0.0657
random_floor,class_error,0.1682,0.064
random_floor,class_error,0.1727,0.0623
random_floor,class_error,0.1772,0.0639
random_floor,class_error,0.1818,0.0623
random_floor,class_error,0.1863,0.0638
random_floor,class_error,0.1908,0.0682
random_floor,class_error,0.1954,0.0696
random_floor,class_error,0.1999,0.0708
random_floor,class_error,0.2044,0.0748
random_floor,class_error,0.2089,0.0759
random_floor,class_error,0.2135,0.0743
random_floor,class_error,0.218,0.0753
random_floor,class_error,0.2225,0.0763
random_floor,class_error,0.2271,0.0748
random_floor,class_error,0.2316,0.0733
random_floor,class_error,0.2361,0.0743
random_floor,class_error,0.2407,0.0729
random_floor,class_error,0.2452,0.0716
random_floor,class_error,0.2497,0.0726
random_floor,class_error,0.2542,0.0713
random_floor,class_error,0.2588,0.0722
random_floor,class_error,0.2633,0.0774
random_floor,class_error,0.2678,0.0782
random_floor,class_error,0.2724,0.0769
random_floor,class_error,0.2769,0.0757
random_floor,class_error,0.2814,0.0744
random_floor,class_error,0.286,0.0733
random_floor,class_error,0.2905,0.0721
random_floor,class_error,0.295,0.0729
random_floor,class_error,0.2995,0.0718
random_floor,class_error,0.3041,0.0708
random_floor,class_error,0.3086,0.0716
random_floor,class_error,0.3131,0.0705
random_floor,class_error,0.3177,0.0695
random_floor,class_error,0.3222,0.0703
random_floor,class_error,0.3267,0.0711
random_floor,class_error,0.3313,0.0718
random_floor,class_error,0.3358,0.0725
random_floor,class_error,0.3403,0.0715
random_floor,class_error,0.3448,0.0722
random_floor,class_error,0.3494,0.0713
random_floor,class_error,0.3539,0.0704
random_floor,class_error,0.3584,0.0711
random_floor,class_error,0.363,0.0702
random_floor,class_error,0.3675,0.0693
random_floor,class_error,0.372,0.07
random_floor,class_error,0.3766,0.0692
random_floor,class_error,0.3811,0.0713
random_floor,class_error,0.3856,0.0705
random_floor,class_error,0.3901,0.0697
random_floor,class_error,0.3947,0.0689
random_floor,class_error,0.3992,0.0681
random_floor,class_error,0.4037,0.0673
random_floor,class_error,0.4083,0.068
random_floor,class_error,0.4128,0.0686
random_floor,class_error,0.4173,0.0678
random_floor,class_error,0.4219,0.0685
random_floor,class_error,0.4264,0.0677
random_floor,class_error,0.4309,0.0683
random_floor,class_error,0.4354,0.0676
random_floor,class_error,0.44,0.0669
random_floor,class_error,0.4445,0.0688
random_floor,class_error,0.449,0.0694
random_floor,class_error,0.4536,0.0687
random_floor,class_error,0.4581,0.068
random_floor,class_error,0.4626,0.0673
random_floor,class_error,0.4672,0.0667
random_floor,class_error,0.4717,0.066
random_floor,class_error,0.4762,0.0666
random_floor,class_error,0.4807,0.066
random_floor,class_error,0.4853,0.0653
random_floor,class_error,0.4898,0.0647
random_floor,class_error,0.4943,0.0653
random_floor,class_error,0.4989,0.0647
random_floor,class_error,0.5034,0.0641
random_floor,class_error,0.5079,0.0647
random_floor,class_error,0.5125,0.0641
random_floor,class_error,0.517,0.0646
random_floor,class_error,0.5215,0.0641
random_floor,class_error,0.526,0.0635
random_floor,class_error,0.5306,0.064
random_floor,class_error,0.5351,0.0656
random_floor,class_error,0.5396,0.0661
random_floor,class_error,0.5442,0.0666
random_floor,class_error,0.5487,0.0671
random_floor,class_error,0.5532,0.0686
random_floor,class_error,0.5578,0.068
random_floor,class_error,0.5623,0.0685
random_floor,class_error,0.5668,0.0699
random_floor,class_error,0.5713,0.0723
random_floor,class_error,0.5759,0.0747
random_floor,class_error,0.5804,0.0751
random_floor,class_error,0.5849,0.0745
random_floor,class_error,0.5895,0.074
random_floor,class_error,0.594,0.0734
random_floor,class_error,0.5985,0.0728
random_floor,class_error,0.6031,0.0723
random_floor,class_error,0.6076,0.0727
random_floor,class_error,0.6121,0.0722
random_floor,class_error,0.6166,0.0716
random_floor,class_error,0.6212,0.072
random_floor,class_error,0.6257,0.0715
random_floor,class_error,0.6302,0.0728
random_floor,class_error,0.6348,0.0731
random_floor,class_error,0.6393,0.0726
random_floor,class_error,0.6438,0.0739
random_floor,class_error,0.6484,0.0742
random_floor,class_error,0.6529,0.0737
random_floor,class_error,0.6574,0.0732
random_floor,class_error,0.6619,0.0727
random_floor,class_error,0.6665,0.0731
random_floor,class_error,0.671,0.0726
random_floor,class_error,0.6755,0.0721
random_floor,class_error,0.6801,0.0724
random_floor,class_error,0.6846,0.0736
random_floor,class_error,0.6891,0.074
random_floor,class_error,0.6937,0.0735
random_floor,class_error,0.6982,0.0738
random_floor,class_error,0.7027,0.0733
random_floor,class_error,0.7072,0.0729
random_floor,class_error,0.7118,0.0724
random_floor,class_error,0.7163,0.0719
random_floor,class_error,0.7208,0.0715
random_floor,class_error,0.7254,0.0726
random_floor,class_error,0.7299,0.0729
random_floor,class_error,0.7344,0.0725
random_floor,class_error,0.739,0.072
random_floor,class_error,0.7435,0.0716
random_floor,class_error,0.748,0.0712
random_floor,class_error,0.7525,0.0707
random_floor,class_error,0.7571,0.0703
random_floor,class_error,0.7616,0.0706
random_floor,class_error,0.7661,0.0702
random_floor,class_error,0.7707,0.0705
random_floor,class_error,0.7752,0.0709
random_floor,class_error,0.7797,0.0712
random_floor,class_error,0.7843,0.0715
random_floor,class_error,0.7888,0.0725
random_floor,class_error,0.7933,0.0728
random_floor,class_error,0.7978,0.0724
random_floor,class_error,0.8024,0.0727
random_floor,class_error,0.8069,0.0737
random_floor,class_error,0.8114,0.0733
random_floor,class_error,0.816,0.0729
random_floor,class_error,0.8205,0.0725
random_floor,class_error,0.825,0.0734
random_floor,class_error,0.8296,0.073
random_floor,class_error,0.8341,0.074
random_floor,class_error,0.8386,0.0743
random_floor,class_error,0.8431,0.0739
random_floor,class_error,0.8477,0.0735
random_floor,class_error,0.8522,0.0738
random_floor,class_error,0.8567,0.0747
random_floor,class_error,0.8613,0.0743
random_floor,class_error,0.8658,0.0746
random_floor,class_error,0.8703,0.0748
random_floor,class_error,0.8749,0.0744
random_floor,class_error,0.8794,0.0741
random_floor,class_error,0.8839,0.0737
random_floor,class_error,0.8884,0.0746
random_floor,class_error,0.893,0.0742
random_floor,class_error,0.8975,0.0744
random_floor,class_error,0.902,0.0747
random_floor,class_error,0.9066,0.075
random_floor,class_error,0.9111,0.0746
random_floor,class_error,0.9156,0.0742
random_floor,class_error,0.9202,0.0745
random_floor,class_error,0.9247,0.0741
random_floor,class_error,0.9292,0.0737
random_floor,class_error,0.9337,0.0752
random_floor,class_error,0.9383,0.0748
random_floor,class_error,0.9428,0.0745
random_floor,class_error,0.9473,0.0741
random_floor,class_error,0.9519,0.0738
random_floor,class_error,0.9564,0.0734
random_floor,class_error,0.9609,0.0737
random_floor,class_error,0.9655,0.0745
random_floor,class_error,0.97,0.0741
random_floor,class_error,0.9745,0.0738
random_floor,class_error,0.979,0.0735
random_floor,class_error,0.9836,0.0731
random_floor,class_error,0.9881,0.0728
random_floor,class_error,0.9926,0.0724
random_floor,class_error,0.9972,0.0727
random_floor,background_accept,0.0006,0.0
random_floor,background_accept,0.0051,0.2222
random_floor,background_accept,0.0096,0.1765
random_floor,background_accept,0.0142,0.12
random_floor,background_accept,0.0187,0.1515
random_floor,background_accept,0.0232,0.122
random_floor,background_accept,0.0277,0.1224
