baseline,harm,coverage,risk
B1_knn_vote,combined,0.0006,0.0
B1_knn_vote,combined,0.0051,0.2222
B1_knn_vote,combined,0.0096,0.1765
B1_knn_vote,combined,0.0142,0.24
B1_knn_vote,combined,0.0187,0.2121
B1_knn_vote,combined,0.0232,0.2195
B1_knn_vote,combined,0.0277,0.2041
B1_knn_vote,combined,0.0323,0.193
B1_knn_vote,combined,0.0368,0.2
B1_knn_vote,combined,0.0413,0.1781
B1_knn_vote,combined,0.0459,0.1728
B1_knn_vote,combined,0.0504,0.1685
B1_knn_vote,combined,0.0549,0.1753
B1_knn_vote,combined,0.0595,0.2
B1_knn_vote,combined,0.064,0.2035
B1_knn_vote,combined,0.0685,0.2397
B1_knn_vote,combined,0.073,0.2403
B1_knn_vote,combined,0.0776,0.2482
B1_knn_vote,combined,0.0821,0.269
B1_knn_vote,combined,0.0866,0.2745
B1_knn_vote,combined,0.0912,0.2733
B1_knn_vote,combined,0.0957,0.2781
B1_knn_vote,combined,0.1002,0.2768
B1_knn_vote,combined,0.1048,0.2757
B1_knn_vote,combined,0.1093,0.2746
B1_knn_vote,combined,0.1138,0.2736
B1_knn_vote,combined,0.1183,0.2727
B1_knn_vote,combined,0.1229,0.2765
B1_knn_vote,combined,0.1274,0.28
B1_knn_vote,combined,0.1319,0.2833
B1_knn_vote,combined,0.1365,0.2863
B1_knn_vote,combined,0.141,0.2932
B1_knn_vote,combined,0.1455,0.2996
B1_knn_vote,combined,0.1501,0.3019
B1_knn_vote,combined,0.1546,0.3004
B1_knn_vote,combined,0.1591,0.2954
B1_knn_vote,combined,0.1636,0.2976
B1_knn_vote,combined,0.1682,0.2963
B1_knn_vote,combined,0.1727,0.3082
B1_knn_vote,combined,0.1772,0.3067
B1_knn_vote,combined,0.1818,0.3022
B1_knn_vote,combined,0.1863,0.31
B1_knn_vote,combined,0.1908,0.3175
B1_knn_vote,combined,0.1954,0.3246
B1_knn_vote,combined,0.1999,0.3286
B1_knn_vote,combined,0.2044,0.3324
B1_knn_vote,combined,0.2089,0.336
B1_knn_vote,combined,0.2135,0.3369
B1_knn_vote,combined,0.218,0.3403
B1_knn_vote,combined,0.2225,0.341
B1_knn_vote,combined,0.2271,0.3416
B1_knn_vote,combined,0.2316,0.3496
B1_knn_vote,combined,0.2361,0.3549
B1_knn_vote,combined,0.2407,0.3506
B1_knn_vote,combined,0.2452,0.3464
B1_knn_vote,combined,0.2497,0.3515
B1_knn_vote,combined,0.2542,0.3563
B1_knn_vote,combined,0.2588,0.3611
B1_knn_vote,combined,0.2633,0.3591
B1_knn_vote,combined,0.2678,0.3552
B1_knn_vote,combined,0.2724,0.3555
B1_knn_vote,combined,0.2769,0.3599
B1_knn_vote,combined,0.2814,0.3602
B1_knn_vote,combined,0.286,0.3624
B1_knn_vote,combined,0.2905,0.3665
B1_knn_vote,combined,0.295,0.3685
B1_knn_vote,combined,0.2995,0.3705
B1_knn_vote,combined,0.3041,0.3706
B1_knn_vote,combined,0.3086,0.3743
B1_knn_vote,combined,0.3131,0.3725
B1_knn_vote,combined,0.3177,0.3761
B1_knn_vote,combined,0.3222,0.3761
B1_knn_vote,combined,0.3267,0.3778
B1_knn_vote,combined,0.3313,0.3812
B1_knn_vote,combined,0.3358,0.3828
B1_knn_vote,combined,0.3403,0.381
B1_knn_vote,combined,0.3448,0.381
B1_knn_vote,combined,0.3494,0.3825
B1_knn_vote,combined,0.3539,0.384
B1_knn_vote,combined,0.3584,0.3839
B1_knn_vote,combined,0.363,0.3869
B1_knn_vote,combined,0.3675,0.3914
B1_knn_vote,combined,0.372,0.3942
B1_knn_vote,combined,0.3766,0.397
B1_knn_vote,combined,0.3811,0.3982
B1_knn_vote,combined,0.3856,0.4038
B1_knn_vote,combined,0.3901,0.4093
B1_knn_vote,combined,0.3947,0.4146
B1_knn_vote,combined,0.3992,0.4156
B1_knn_vote,combined,0.4037,0.418
B1_knn_vote,combined,0.4083,0.4216
B1_knn_vote,combined,0.4128,0.4252
B1_knn_vote,combined,0.4173,0.4288
B1_knn_vote,combined,0.4219,0.4322
B1_knn_vote,combined,0.4264,0.4316
B1_knn_vote,combined,0.4309,0.4323
B1_knn_vote,combined,0.4354,0.4356
B1_knn_vote,combined,0.44,0.4363
B1_knn_vote,combined,0.4445,0.4395
B1_knn_vote,combined,0.449,0.4426
B1_knn_vote,combined,0.4536,0.4457
B1_knn_vote,combined,0.4581,0.445
B1_knn_vote,combined,0.4626,0.4468
B1_knn_vote,combined,0.4672,0.4485
B1_knn_vote,combined,0.4717,0.4538
B1_knn_vote,combined,0.4762,0.4554
B1_knn_vote,combined,0.4807,0.4594
B1_knn_vote,combined,0.4853,0.4586
B1_knn_vote,combined,0.4898,0.4613
B1_knn_vote,combined,0.4943,0.4639
B1_knn_vote,combined,0.4989,0.4654
B1_knn_vote,combined,0.5034,0.4679
B1_knn_vote,combined,0.5079,0.4693
B1_knn_vote,combined,0.5125,0.4707
B1_knn_vote,combined,0.517,0.4732
B1_knn_vote,combined,0.5215,0.4767
B1_knn_vote,combined,0.526,0.4779
B1_knn_vote,combined,0.5306,0.4824
B1_knn_vote,combined,0.5351,0.4868
B1_knn_vote,combined,0.5396,0.49
B1_knn_vote,combined,0.5442,0.4922
B1_knn_vote,combined,0.5487,0.4964
B1_knn_vote,combined,0.5532,0.5005
B1_knn_vote,combined,0.5578,0.5046
B1_knn_vote,combined,0.5623,0.5086
B1_knn_vote,combined,0.5668,0.5105
B1_knn_vote,combined,0.5713,0.5134
B1_knn_vote,combined,0.5759,0.5172
B1_knn_vote,combined,0.5804,0.518
B1_knn_vote,combined,0.5849,0.5218
B1_knn_vote,combined,0.5895,0.5245
B1_knn_vote,combined,0.594,0.5262
B1_knn_vote,combined,0.5985,0.5289
B1_knn_vote,combined,0.6031,0.5324
B1_knn_vote,combined,0.6076,0.534
B1_knn_vote,combined,0.6121,0.5375
B1_knn_vote,combined,0.6166,0.5399
B1_knn_vote,combined,0.6212,0.5406
B1_knn_vote,combined,0.6257,0.5421
B1_knn_vote,combined,0.6302,0.5454
B1_knn_vote,combined,0.6348,0.5468
B1_knn_vote,combined,0.6393,0.5492
B1_knn_vote,combined,0.6438,0.5506
B1_knn_vote,combined,0.6484,0.5528
B1_knn_vote,combined,0.6529,0.5551
B1_knn_vote,combined,0.6574,0.5573
B1_knn_vote,combined,0.6619,0.5603
B1_knn_vote,combined,0.6665,0.5633
B1_knn_vote,combined,0.671,0.5662
B1_knn_vote,combined,0.6755,0.5692
B1_knn_vote,combined,0.6801,0.572
B1_knn_vote,combined,0.6846,0.5749
B1_knn_vote,combined,0.6891,0.5776
B1_knn_vote,combined,0.6937,0.5804
B1_knn_vote,combined,0.6982,0.5831
B1_knn_vote,combined,0.7027,0.5858
B1_knn_vote,combined,0.7072,0.5885
B1_knn_vote,combined,0.7118,0.5911
B1_knn_vote,combined,0.7163,0.5937
B1_knn_vote,combined,0.7208,0.5962
B1_knn_vote,combined,0.7254,0.598
B1_knn_vote,combined,0.7299,0.6005
B1_knn_vote,combined,0.7344,0.6029
B1_knn_vote,combined,0.739,0.6054
B1_knn_vote,combined,0.7435,0.6078
B1_knn_vote,combined,0.748,0.6101
B1_knn_vote,combined,0.7525,0.6125
B1_knn_vote,combined,0.7571,0.6141
B1_knn_vote,combined,0.7616,0.6164
B1_knn_vote,combined,0.7661,0.6186
B1_knn_vote,combined,0.7707,0.6201
B1_knn_vote,combined,0.7752,0.6224
B1_knn_vote,combined,0.7797,0.6245
B1_knn_vote,combined,0.7843,0.6267
B1_knn_vote,combined,0.7888,0.6289
B1_knn_vote,combined,0.7933,0.631
B1_knn_vote,combined,0.7978,0.6317
B1_knn_vote,combined,0.8024,0.6337
B1_knn_vote,combined,0.8069,0.6344
B1_knn_vote,combined,0.8114,0.6364
B1_knn_vote,combined,0.816,0.6384
B1_knn_vote,combined,0.8205,0.6404
B1_knn_vote,combined,0.825,0.6417
B1_knn_vote,combined,0.8296,0.6437
B1_knn_vote,combined,0.8341,0.6456
B1_knn_vote,combined,0.8386,0.6475
B1_knn_vote,combined,0.8431,0.6494
B1_knn_vote,combined,0.8477,0.6513
B1_knn_vote,combined,0.8522,0.6532
B1_knn_vote,combined,0.8567,0.6543
B1_knn_vote,combined,0.8613,0.6561
B1_knn_vote,combined,0.8658,0.6579
B1_knn_vote,combined,0.8703,0.6597
B1_knn_vote,combined,0.8749,0.6615
B1_knn_vote,combined,0.8794,0.6632
B1_knn_vote,combined,0.8839,0.665
B1_knn_vote,combined,0.8884,0.6667
B1_knn_vote,combined,0.893,0.6684
B1_knn_vote,combined,0.8975,0.67
B1_knn_vote,combined,0.902,0.6717
B1_knn_vote,combined,0.9066,0.6733
B1_knn_vote,combined,0.9111,0.6737
B1_knn_vote,combined,0.9156,0.6753
B1_knn_vote,combined,0.9202,0.6769
B1_knn_vote,combined,0.9247,0.6785
B1_knn_vote,combined,0.9292,0.6795
B1_knn_vote,combined,0.9337,0.681
B1_knn_vote,combined,0.9383,0.6826
B1_knn_vote,combined,0.9428,0.6841
B1_knn_vote,combined,0.9473,0.6856
B1_knn_vote,combined,0.9519,0.6871
B1_knn_vote,combined,0.9564,0.688
B1_knn_vote,combined,0.9609,0.6889
B1_knn_vote,combined,0.9655,0.6903
B1_knn_vote,combined,0.97,0.6912
B1_knn_vote,combined,0.9745,0.6926
B1_knn_vote,combined,0.979,0.694
B1_knn_vote,combined,0.9836,0.6949
B1_knn_vote,combined,0.9881,0.6963
B1_knn_vote,combined,0.9926,0.6977
B1_knn_vote,combined,0.9972,0.6985
B1_knn_vote,class_error,0.0006,0.0
B1_knn_vote,class_error,0.0051,0.0
B1_knn_vote,class_error,0.0096,0.0
B1_knn_vote,class_error,0.0142,0.08
B1_knn_vote,class_error,0.0187,0.0909
B1_knn_vote,class_error,0.0232,0.0732
B1_knn_vote,class_error,0.0277,0.0612
B1_knn_vote,class_error,0.0323,0.0526
B1_knn_vote,class_error,0.0368,0.0462
B1_knn_vote,class_error,0.0413,0.0411
B1_knn_vote,class_error,0.0459,0.037
B1_knn_vote,class_error,0.0504,0.0337
B1_knn_vote,class_error,0.0549,0.0412
B1_knn_vote,class_error,0.0595,0.0381
B1_knn_vote,class_error,0.064,0.0442
B1_knn_vote,class_error,0.0685,0.0413
B1_knn_vote,class_error,0.073,0.0543
B1_knn_vote,class_error,0.0776,0.0657
B1_knn_vote,class_error,0.0821,0.069
B1_knn_vote,class_error,0.0866,0.0654
B1_knn_vote,class_error,0.0912,0.0683
B1_knn_vote,class_error,0.0957,0.0769
B1_knn_vote,class_error,0.1002,0.0734
B1_knn_vote,class_error,0.1048,0.0703
B1_knn_vote,class_error,0.1093,0.0777
B1_knn_vote,class_error,0.1138,0.0796
B1_knn_vote,class_error,0.1183,0.0766
B1_knn_vote,class_error,0.1229,0.0737
B1_knn_vote,class_error,0.1274,0.0711
B1_knn_vote,class_error,0.1319,0.0687
B1_knn_vote,class_error,0.1365,0.0664
B1_knn_vote,class_error,0.141,0.0723
B1_knn_vote,class_error,0.1455,0.07
B1_knn_vote,class_error,0.1501,0.0679
B1_knn_vote,class_error,0.1546,0.0696
B1_knn_vote,class_error,0.1591,0.0712
B1_knn_vote,class_error,0.1636,0.0692
B1_knn_vote,class_error,0.1682,0.0707
B1_knn_vote,class_error,0.1727,0.0721
B1_knn_vote,class_error,0.1772,0.0703
B1_knn_vote,class_error,0.1818,0.0717
B1_knn_vote,class_error,0.1863,0.0729
B1_knn_vote,class_error,0.1908,0.0712
B1_knn_vote,class_error,0.1954,0.0725
B1_knn_vote,class_error,0.1999,0.0765
B1_knn_vote,class_error,0.2044,0.0748
B1_knn_vote,class_error,0.2089,0.0786
B1_knn_vote,class_error,0.2135,0.0796
B1_knn_vote,class_error,0.218,0.0805
B1_knn_vote,class_error,0.2225,0.0789
B1_knn_vote,class_error,0.2271,0.0798
B1_knn_vote,class_error,0.2316,0.0807
B1_knn_vote,class_error,0.2361,0.0791
B1_knn_vote,class_error,0.2407,0.0776
B1_knn_vote,class_error,0.2452,0.0762
B1_knn_vote,class_error,0.2497,0.0771
B1_knn_vote,class_error,0.2542,0.078
B1_knn_vote,class_error,0.2588,0.0766
B1_knn_vote,class_error,0.2633,0.0774
B1_knn_vote,class_error,0.2678,0.0761
B1_knn_vote,class_error,0.2724,0.0748
B1_knn_vote,class_error,0.2769,0.0736
B1_knn_vote,class_error,0.2814,0.0744
B1_knn_vote,class_error,0.286,0.0733
B1_knn_vote,class_error,0.2905,0.0721
B1_knn_vote,class_error,0.295,0.0729
B1_knn_vote,class_error,0.2995,0.0737
B1_knn_vote,class_error,0.3041,0.0764
B1_knn_vote,class_error,0.3086,0.0752
B1_knn_vote,class_error,0.3131,0.0759
B1_knn_vote,class_error,0.3177,0.0784
B1_knn_vote,class_error,0.3222,0.0773
B1_knn_vote,class_error,0.3267,0.078
B1_knn_vote,class_error,0.3313,0.0786
B1_knn_vote,class_error,0.3358,0.0776
B1_knn_vote,class_error,0.3403,0.0782
B1_knn_vote,class_error,0.3448,0.0788
B1_knn_vote,class_error,0.3494,0.0794
B1_knn_vote,class_error,0.3539,0.0816
B1_knn_vote,class_error,0.3584,0.0821
B1_knn_vote,class_error,0.363,0.0827
B1_knn_vote,class_error,0.3675,0.0832
B1_knn_vote,class_error,0.372,0.0822
B1_knn_vote,class_error,0.3766,0.0827
B1_knn_vote,class_error,0.3811,0.0832
B1_knn_vote,class_error,0.3856,0.0837
B1_knn_vote,class_error,0.3901,0.0842
B1_knn_vote,class_error,0.3947,0.0846
B1_knn_vote,class_error,0.3992,0.0837
B1_knn_vote,class_error,0.4037,0.0827
B1_knn_vote,class_error,0.4083,0.0818
B1_knn_vote,class_error,0.4128,0.0823
B1_knn_vote,class_error,0.4173,0.0841
B1_knn_vote,class_error,0.4219,0.0846
B1_knn_vote,class_error,0.4264,0.0837
B1_knn_vote,class_error,0.4309,0.0867
B1_knn_vote,class_error,0.4354,0.0858
B1_knn_vote,class_error,0.44,0.0875
B1_knn_vote,class_error,0.4445,0.0879
B1_knn_vote,class_error,0.449,0.0895
B1_knn_vote,class_error,0.4536,0.0911
B1_knn_vote,class_error,0.4581,0.0915
B1_knn_vote,class_error,0.4626,0.0918
B1_knn_vote,class_error,0.4672,0.0909
B1_knn_vote,class_error,0.4717,0.0936
B1_knn_vote,class_error,0.4762,0.0939
B1_knn_vote,class_error,0.4807,0.0954
B1_knn_vote,class_error,0.4853,0.0945
B1_knn_vote,class_error,0.4898,0.0936
B1_knn_vote,class_error,0.4943,0.0951
B1_knn_vote,class_error,0.4989,0.0965
B1_knn_vote,class_error,0.5034,0.0956
B1_knn_vote,class_error,0.5079,0.0948
B1_knn_vote,class_error,0.5125,0.095
B1_knn_vote,class_error,0.517,0.0953
B1_knn_vote,class_error,0.5215,0.0945
B1_knn_vote,class_error,0.526,0.0936
B1_knn_vote,class_error,0.5306,0.0928
B1_knn_vote,class_error,0.5351,0.0921
B1_knn_vote,class_error,0.5396,0.0913
B1_knn_vote,class_error,0.5442,0.0905
B1_knn_vote,class_error,0.5487,0.0898
B1_knn_vote,class_error,0.5532,0.089
B1_knn_vote,class_error,0.5578,0.0893
B1_knn_vote,class_error,0.5623,0.0906
B1_knn_vote,class_error,0.5668,0.0919
B1_knn_vote,class_error,0.5713,0.0922
B1_knn_vote,class_error,0.5759,0.0924
B1_knn_vote,class_error,0.5804,0.0927
B1_knn_vote,class_error,0.5849,0.0949
B1_knn_vote,class_error,0.5895,0.0951
B1_knn_vote,class_error,0.594,0.0953
B1_knn_vote,class_error,0.5985,0.0946
B1_knn_vote,class_error,0.6031,0.0939
B1_knn_vote,class_error,0.6076,0.0941
B1_knn_vote,class_error,0.6121,0.0934
B1_knn_vote,class_error,0.6166,0.0927
B1_knn_vote,class_error,0.6212,0.0921
B1_knn_vote,class_error,0.6257,0.0923
B1_knn_vote,class_error,0.6302,0.0916
B1_knn_vote,class_error,0.6348,0.091
B1_knn_vote,class_error,0.6393,0.0903
B1_knn_vote,class_error,0.6438,0.0906
B1_knn_vote,class_error,0.6484,0.09
B1_knn_vote,class_error,0.6529,0.0911
B1_knn_vote,class_error,0.6574,0.0922
B1_knn_vote,class_error,0.6619,0.0915
B1_knn_vote,class_error,0.6665,0.0909
B1_knn_vote,class_error,0.671,0.0903
B1_knn_vote,class_error,0.6755,0.0897
B1_knn_vote,class_error,0.6801,0.0891
B1_knn_vote,class_error,0.6846,0.0885
B1_knn_vote,class_error,0.6891,0.0879
B1_knn_vote,class_error,0.6937,0.0873
B1_knn_vote,class_error,0.6982,0.0876
B1_knn_vote,class_error,0.7027,0.087
B1_knn_vote,class_error,0.7072,0.0881
B1_knn_vote,class_error,0.7118,0.0875
B1_knn_vote,class_error,0.7163,0.0877
B1_knn_vote,class_error,0.7208,0.0872
B1_knn_vote,class_error,0.7254,0.0867
B1_knn_vote,class_error,0.7299,0.0869
B1_knn_vote,class_error,0.7344,0.0864
B1_knn_vote,class_error,0.739,0.0858
B1_knn_vote,class_error,0.7435,0.0861
B1_knn_vote,class_error,0.748,0.0871
B1_knn_vote,class_error,0.7525,0.0865
B1_knn_vote,class_error,0.7571,0.086
B1_knn_vote,class_error,0.7616,0.0855
B1_knn_vote,class_error,0.7661,0.085
B1_knn_vote,class_error,0.7707,0.0845
B1_knn_vote,class_error,0.7752,0.0847
B1_knn_vote,class_error,0.7797,0.0842
B1_knn_vote,class_error,0.7843,0.0838
B1_knn_vote,class_error,0.7888,0.0833
B1_knn_vote,class_error,0.7933,0.0828
B1_knn_vote,class_error,0.7978,0.0823
B1_knn_vote,class_error,0.8024,0.0819
B1_knn_vote,class_error,0.8069,0.0814
B1_knn_vote,class_error,0.8114,0.0809
B1_knn_vote,class_error,0.816,0.0805
B1_knn_vote,class_error,0.8205,0.0801
B1_knn_vote,class_error,0.825,0.0796
B1_knn_vote,class_error,0.8296,0.0799
B1_knn_vote,class_error,0.8341,0.0794
B1_knn_vote,class_error,0.8386,0.079
B1_knn_vote,class_error,0.8431,0.0786
B1_knn_vote,class_error,0.8477,0.0788
B1_knn_vote,class_error,0.8522,0.0784
B1_knn_vote,class_error,0.8567,0.078
B1_knn_vote,class_error,0.8613,0.0776
B1_knn_vote,class_error,0.8658,0.0772
B1_knn_vote,class_error,0.8703,0.0768
B1_knn_vote,class_error,0.8749,0.077
B1_knn_vote,class_error,0.8794,0.0773
B1_knn_vote,class_error,0.8839,0.0775
B1_knn_vote,class_error,0.8884,0.0771
B1_knn_vote,class_error,0.893,0.0767
B1_knn_vote,class_error,0.8975,0.0763
B1_knn_vote,class_error,0.902,0.0766
B1_knn_vote,class_error,0.9066,0.0762
B1_knn_vote,class_error,0.9111,0.0758
B1_knn_vote,class_error,0.9156,0.0754
B1_knn_vote,class_error,0.9202,0.0751
B1_knn_vote,class_error,0.9247,0.0753
B1_knn_vote,class_error,0.9292,0.075
B1_knn_vote,class_error,0.9337,0.0746
B1_knn_vote,class_error,0.9383,0.0748
B1_knn_vote,class_error,0.9428,0.0745
B1_knn_vote,class_error,0.9473,0.0741
B1_knn_vote,class_error,0.9519,0.0738
B1_knn_vote,class_error,0.9564,0.0734
B1_knn_vote,class_error,0.9609,0.0737
B1_knn_vote,class_error,0.9655,0.0733
B1_knn_vote,class_error,0.97,0.0741
B1_knn_vote,class_error,0.9745,0.0738
B1_knn_vote,class_error,0.979,0.0735
B1_knn_vote,class_error,0.9836,0.0737
B1_knn_vote,class_error,0.9881,0.0734
B1_knn_vote,class_error,0.9926,0.073
B1_knn_vote,class_error,0.9972,0.0727
B1_knn_vote,background_accept,0.0006,0.0
B1_knn_vote,background_accept,0.0051,0.0
B1_knn_vote,background_accept,0.0096,0.0
B1_knn_vote,background_accept,0.0142,0.0
B1_knn_vote,background_accept,0.0187,0.0
B1_knn_vote,background_accept,0.0232,0.0
B1_knn_vote,background_accept,0.0277,0.0
B1_knn_vote,background_accept,0.0323,0.0
B1_knn_vote,background_accept,0.0368,0.0
B1_knn_vote,background_accept,0.0413,0.0
B1_knn_vote,background_accept,0.0459,0.0
B1_knn_vote,background_accept,0.0504,0.0
B1_knn_vote,background_accept,0.0549,0.0
B1_knn_vote,background_accept,0.0595,0.0
B1_knn_vote,background_accept,0.064,0.0
B1_knn_vote,background_accept,0.0685,0.0
B1_knn_vote,background_accept,0.073,0.0
B1_knn_vote,background_accept,0.0776,0.0
B1_knn_vote,background_accept,0.0821,0.0
B1_knn_vote,background_accept,0.0866,0.0
B1_knn_vote,background_accept,0.0912,0.0
B1_knn_vote,background_accept,0.0957,0.0
B1_knn_vote,background_accept,0.1002,0.0
B1_knn_vote,background_accept,0.1048,0.0
B1_knn_vote,background_accept,0.1093,0.0
B1_knn_vote,background_accept,0.1138,0.0
B1_knn_vote,background_accept,0.1183,0.0
B1_knn_vote,background_accept,0.1229,0.0
B1_knn_vote,background_accept,0.1274,0.0
B1_knn_vote,background_accept,0.1319,0.0
B1_knn_vote,background_accept,0.1365,0.0
B1_knn_vote,background_accept,0.141,0.0
B1_knn_vote,background_accept,0.1455,0.0
B1_knn_vote,background_accept,0.1501,0.0
B1_knn_vote,background_accept,0.1546,0.0
B1_knn_vote,background_accept,0.1591,0.0
B1_knn_vote,background_accept,0.1636,0.0
B1_knn_vote,background_accept,0.1682,0.0
B1_knn_vote,background_accept,0.1727,0.0
B1_knn_vote,background_accept,0.1772,0.0
B1_knn_vote,background_accept,0.1818,0.0
B1_knn_vote,background_accept,0.1863,0.0
B1_knn_vote,background_accept,0.1908,0.0
B1_knn_vote,background_accept,0.1954,0.0
B1_knn_vote,background_accept,0.1999,0.0
B1_knn_vote,background_accept,0.2044,0.0
B1_knn_vote,background_accept,0.2089,0.0
B1_knn_vote,background_accept,0.2135,0.0
B1_knn_vote,background_accept,0.218,0.0
B1_knn_vote,background_accept,0.2225,0.0
B1_knn_vote,background_accept,0.2271,0.0
B1_knn_vote,background_accept,0.2316,0.0
B1_knn_vote,background_accept,0.2361,0.0
B1_knn_vote,background_accept,0.2407,0.0
B1_knn_vote,background_accept,0.2452,0.0
B1_knn_vote,background_accept,0.2497,0.0
B1_knn_vote,background_accept,0.2542,0.0
B1_knn_vote,background_accept,0.2588,0.0
B1_knn_vote,background_accept,0.2633,0.0
B1_knn_vote,background_accept,0.2678,0.0
B1_knn_vote,background_accept,0.2724,0.0
B1_knn_vote,background_accept,0.2769,0.0
B1_knn_vote,background_accept,0.2814,0.0
B1_knn_vote,background_accept,0.286,0.0
B1_knn_vote,background_accept,0.2905,0.0
B1_knn_vote,background_accept,0.295,0.0
B1_knn_vote,background_accept,0.2995,0.0
B1_knn_vote,background_accept,0.3041,0.0
B1_knn_vote,background_accept,0.3086,0.0
B1_knn_vote,background_accept,0.3131,0.0
B1_knn_vote,background_accept,0.3177,0.0
B1_knn_vote,background_accept,0.3222,0.0
B1_knn_vote,background_accept,0.3267,0.0
B1_knn_vote,background_accept,0.3313,0.0
B1_knn_vote,background_accept,0.3358,0.0
B1_knn_vote,background_accept,0.3403,0.0
B1_knn_vote,background_accept,0.3448,0.0
B1_knn_vote,background_accept,0.3494,0.0
B1_knn_vote,background_accept,0.3539,0.0
B1_knn_vote,background_accept,0.3584,0.0
B1_knn_vote,background_accept,0.363,0.0
B1_knn_vote,background_accept,0.3675,0.0
B1_knn_vote,background_accept,0.372,0.0
B1_knn_vote,background_accept,0.3766,0.0
B1_knn_vote,background_accept,0.3811,0.0
B1_knn_vote,background_accept,0.3856,0.0
B1_knn_vote,background_accept,0.3901,0.0
B1_knn_vote,background_accept,0.3947,0.0
B1_knn_vote,background_accept,0.3992,0.0
B1_knn_vote,background_accept,0.4037,0.0
B1_knn_vote,background_accept,0.4083,0.0
B1_knn_vote,background_accept,0.4128,0.0
B1_knn_vote,background_accept,0.4173,0.0
B1_knn_vote,background_accept,0.4219,0.0
B1_knn_vote,background_accept,0.4264,0.0
B1_knn_vote,background_accept,0.4309,0.0
B1_knn_vote,background_accept,0.4354,0.0
B1_knn_vote,background_accept,0.44,0.0
B1_knn_vote,background_accept,0.4445,0.0
B1_knn_vote,background_accept,0.449,0.0
B1_knn_vote,background_accept,0.4536,0.0
B1_knn_vote,background_accept,0.4581,0.0
B1_knn_vote,background_accept,0.4626,0.0
B1_knn_vote,background_accept,0.4672,0.0
B1_knn_vote,background_accept,0.4717,0.0
B1_knn_vote,background_accept,0.4762,0.0
B1_knn_vote,background_accept,0.4807,0.0
B1_knn_vote,background_accept,0.4853,0.0
B1_knn_vote,background_accept,0.4898,0.0
B1_knn_vote,background_accept,0.4943,0.0
B1_knn_vote,background_accept,0.4989,0.0
B1_knn_vote,background_accept,0.5034,0.0
B1_knn_vote,background_accept,0.5079,0.0
B1_knn_vote,background_accept,0.5125,0.0
B1_knn_vote,background_accept,0.517,0.0
B1_knn_vote,background_accept,0.5215,0.0
B1_knn_vote,background_accept,0.526,0.0
B1_knn_vote,background_accept,0.5306,0.0
B1_knn_vote,background_accept,0.5351,0.0
B1_knn_vote,background_accept,0.5396,0.001
B1_knn_vote,background_accept,0.5442,0.001
B1_knn_vote,background_accept,0.5487,0.001
B1_knn_vote,background_accept,0.5532,0.001
B1_knn_vote,background_accept,0.5578,0.001
B1_knn_vote,background_accept,0.5623,0.001
B1_knn_vote,background_accept,0.5668,0.001
B1_knn_vote,background_accept,0.5713,0.001
B1_knn_vote,background_accept,0.5759,0.001
B1_knn_vote,background_accept,0.5804,0.001
B1_knn_vote,background_accept,0.5849,0.001
B1_knn_vote,background_accept,0.5895,0.0019
B1_knn_vote,background_accept,0.594,0.0019
B1_knn_vote,background_accept,0.5985,0.0019
B1_knn_vote,background_accept,0.6031,0.0019
B1_knn_vote,background_accept,0.6076,0.0019
B1_knn_vote,background_accept,0.6121,0.0028
B1_knn_vote,background_accept,0.6166,0.0037
B1_knn_vote,background_accept,0.6212,0.0036
B1_knn_vote,background_accept,0.6257,0.0036
B1_knn_vote,background_accept,0.6302,0.0045
B1_knn_vote,background_accept,0.6348,0.0045
B1_knn_vote,background_accept,0.6393,0.0044
B1_knn_vote,background_accept,0.6438,0.0044
B1_knn_vote,background_accept,0.6484,0.0044
B1_knn_vote,background_accept,0.6529,0.0043
B1_knn_vote,background_accept,0.6574,0.0043
B1_knn_vote,background_accept,0.6619,0.0051
B1_knn_vote,background_accept,0.6665,0.0093
B1_knn_vote,background_accept,0.671,0.0118
B1_knn_vote,background_accept,0.6755,0.0134
B1_knn_vote,background_accept,0.6801,0.0175
B1_knn_vote,background_accept,0.6846,0.0199
B1_knn_vote,background_accept,0.6891,0.0214
B1_knn_vote,background_accept,0.6937,0.0245
B1_knn_vote,background_accept,0.6982,0.026
B1_knn_vote,background_accept,0.7027,0.0282
B1_knn_vote,background_accept,0.7072,0.0288
B1_knn_vote,background_accept,0.7118,0.0302
B1_knn_vote,background_accept,0.7163,0.0324
B1_knn_vote,background_accept,0.7208,0.0346
B1_knn_vote,background_accept,0.7254,0.0343
B1_knn_vote,background_accept,0.7299,0.0341
B1_knn_vote,background_accept,0.7344,0.0362
B1_knn_vote,background_accept,0.739,0.0368
B1_knn_vote,background_accept,0.7435,0.0381
B1_knn_vote,background_accept,0.748,0.0394
B1_knn_vote,background_accept,0.7525,0.0406
B1_knn_vote,background_accept,0.7571,0.0426
B1_knn_vote,background_accept,0.7616,0.0439
B1_knn_vote,background_accept,0.7661,0.0458
B1_knn_vote,background_accept,0.7707,0.0463
B1_knn_vote,background_accept,0.7752,0.0475
B1_knn_vote,background_accept,0.7797,0.0494
B1_knn_vote,background_accept,0.7843,0.0513
B1_knn_vote,background_accept,0.7888,0.0538
B1_knn_vote,background_accept,0.7933,0.0542
B1_knn_vote,background_accept,0.7978,0.0539
B1_knn_vote,background_accept,0.8024,0.0543
